,job_information,job_title
153,"OVERVIEW:
The Company

Common Securitization Solutions (CSS) is seeking an experienced Manager, Enterprise Service Management to join our team of talented professionals in Bethesda, Maryland.

Established in 2014, CSS is a Joint Venture between Freddie Mac and Fannie Mae. We were established to develop and operate the Common Securitization Platform (CSP), to be utilized specifically by the Government –Sponsored Enterprises (GSEs), but architected in a manner adaptable for use by other participants in the secondary housing finance market.

The CSP is closely linked to FHFA’s Single Security or Uniform Mortgage Backed Security (UMBS) initiative. FHFA believes the transition to the new UMBS will lead to a more efficient, resilient, and liquid secondary mortgage market.

CSS, acting as an agent for both Enterprises, issues the UMBS, tracks performance of the UMBS, calculates monthly bond payments, generates security disclosure information for investor consumption and handles security tax reports and IRS filings. CSS performs similar functions for each Enterprise’s legacy securities. CSS is supporting monthly issuance of $100-150 Billion of UMBS and manages bond administration on over 1 million securities with an underlying unpaid principal balance of approximately $4.7 trillion.

CSS is based in Bethesda, MD and has a growing presence in Pasadena, CA. CSS has a talented and dedicated team of securities operations professionals and a best in class information technology organization that jointly run the largest security management platform in the United States. The CSP was developed on state-of-the-art cloud technologies and will continue to leverage these technologies to innovate the platform.

RESPONSIBILITIES :
Job Information

Responsible for strategic direction of key Enterprise Service Management (ESM) operational processes at CSS including Incident, Change and Problem Management to ensure that they are consistently deployed, executed, and continuously improved in alignment with business requirements. Provide strategic guidance to both business and technology stakeholders to improve CSS services and partner with risk and compliance organization to optimize the technology risk control environment.

Directly manage a team of analyst to provide day-to-day management of operational processes and to continuously monitor their execution to ensure business value is achieved and that compliance to all relevant risk controls are met. Facilitate and participate in all process governance functions and coordinate interactions across ESM processes to ensure consistent alignment to priorities and strategic objectives. Define, develop and leverage data analytics to manage service levels, key performance and risk indicators to optimize process performance.

Key Job Functions

Direct management of the analyst team performing process management duties
Provide oversight around new and existing processes, maintaining and improving process management policies and procedures in alignment with ITIL and other leading practice frameworks
Supervise maintenance and creation of new documentation pertaining to ESM policies, processes, and guidelines
Work with all process stakeholders to ensure to incorporate their feedback into the continuous improvement of the processes
Supervise front line controls testing and support for all process audits and support management in quarterly risk control assessments
Manage the develop of reports that communicate process performance and compliance and present/deliver to various levels of management
Document requirements as needed for process improvement initiatives and/or application enhancements
Participate in recurring and adhoc Enterprise Service Management governance meetings (e.g. Major Incident Reviews)
Supervise the delivery of communications and training to drive process adoption
Plan and/or lead specific projects or initiatives related to ESM processes
Identify process efficiencies and improvements for existing processes or tool improvements to support the process

QUALIFICATIONS:
Education

Bachelor’s degree or equivalent

Minimum Experience

Minimum 7 years of demonstrated experience managing the implementation and operation of ITSM processes aligned with ITIL framework
Minimum 3 years of direct personnel management experience
Applicants must be authorized to work in the US without requiring employer sponsorship currently or in the future. CSS does not offer H-1B sponsorship for this position.

Specialized Knowledge & Skills

Excellent communication skills both written and verbal and be able to present effectively in large or senior management forums
ITILv3 certification(s) or experience working with the ITILv3 methodology
Familiarity with IT governance frameworks such a COBIT and experience managing controls in highly regulated environments

Employment

As a condition of employment with Common Securitization Solutions, any successful job applicant will be required to pass a pre-employment drug screen and to successfully complete a background investigation, which may also include a credit check for positions in some areas of our business.

Common Securitization Solutions is an Equal Opportunity Employer.

INDHP","Manager, Enterprise Service Management"
154,NONE,NONE
155,NONE,NONE
156,NONE,NONE
157,"Designs, develops, builds and evaluates products or technologies.

Job Description:
Job Responsibilities

Leading cross-functional teams in proof of concepts and/or technical projects.
Designing and building models and prototypes of proposed products for feasibility, usability and marketability analyses.
Evaluating design of competitive products in the marketplace to seek and identify beneficial enhancements to own products.
Identifying and designing equipment and processes required for production and distribution.

Job Qualifications

Education

Bachelors degree in STEM (Science, Technology, Engineering or Math) or related field

Experience

5 years - Relevant work experience in Analytics, technology or healthcare related field required
3 years - Experience leading complex technical data warehousing, analytical or application development projects
1 year - Experience designing, developing, implementing and maintaining a database and programs to manage data analysis efforts.
1 year - Experience in normalizing data to ensure it is homogeneous and consistently formatted to enable sorting, query and analysis

Skills\Certifications

Proven technical background with a history of relational database and data warehousing technologies.
Proficient in the use of Teradata SQL, SAS, Data Visualization (e.g., Tableau, Cognos, Webfocus or other), MS Access, MS Excel, Visual Basic, and or .NET
Strong ability to independently and proactively initiate projects, hypothesize data & business transaction flows and offer technical solutions.
Strong business analytical skills a must; ability to apply business logic to design and implement data profiling & exploring techniques on large data sets.
Projects with evidence of Creative and Critical thinking a must.
An understanding of risk management methodology and factors.
Ability to quickly take complex technical subjects and distill them into user-friendly presentations and digital communications.
Ability to work independently with minimal supervision or function in a team environment sharing responsibility, roles and accountability.
Attention to detail, exceptional documentation abilities, and organizational skills
Proficient oral and written communication skills
Strong interpersonal and organizational skills
Consolidates issues for management level review; develops clear written recommendations, which require minimal editing; presents recommendations and resolves issues with management.
Take part in training courses to increase skill set and technical capabilities in order to better serve the needs of the Research and Development team

Job Specific Requirements:
Previous working experience as a NoSQL Developer, preferably for MongoDB.
Design and development experience building a reusable REST API model/framework to consume data from and/or push data into a NoSQL database.
In depth knowledge of modeling/architectural patterns, governance methodologies, and potential limitations within MongoDB or similar NoSQL technologies (DynamoDB, Google Cloud Datastore, IBM Cloudant, Apache Cassandra)

Number of Openings Available:
1

Worker Type:
Employee

Worker Sub-Type:
Regular

Company:
BCBST BlueCross BlueShield of Tennessee, Inc.

Applying for this job indicates your acknowledgement and understanding of the following statement:

BCBST is an Equal Opportunity employer (EEO), and all employees and applicants will be entitled to equal employment opportunities when employment decisions are made. BCBST will take affirmative action to recruit, hire, train and promote individuals in all job classifications without regard to race, religion, color, age, sex, national origin, citizenship, pregnancy, veteran status, sexual orientation, physical or mental disability, gender identity, or any other characteristic protected by applicable law.

Further information regarding BCBST's EEO Policies/Notices may be found by reviewing the following page:

BCBST's EEO Policies/Notices

BlueCross BlueShield of Tennessee is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at BlueCross BlueShield of Tennessee via-email, the Internet or any other method without a valid, written Direct Placement Agreement in place for this position from BlueCross BlueShield of Tennessee HR/Talent Acquisition will not be considered. No fee will be paid in the event the applicant is hired by BlueCross BlueShield of Tennessee as a result of the referral or through other means.

Tobacco-Free Hiring Statement

T o further our mission of peace of mind through better health, effective 2017, BlueCross BlueShield of Tennessee and its subsidiaries no longer hire individuals who use tobacco or nicotine products (including but not limited to cigarettes, cigars, pipe tobacco, snuff, chewing tobacco, gum, patch, lozenges and electronic or smokeless cigarettes) in any form in Tennessee and where state law permits. A tobacco or nicotine free hiring practice is part of an effort to combat serious diseases, as well as to promote health and wellness for our employees and our community. All offers of employment will be contingent upon passing a background check which includes an illegal drug and tobacco/nicotine test. An individual whose post offer screening result is positive for illegal drugs or tobacco/nicotine and/or whose background check is verified to be unsatisfactory, will be disqualified from employment, the job offer will be withdrawn, and they may be disqualified from applying for employment for six (6) months from the date of the post offer screening results.

Resources to help individuals discontinue the use of tobacco/nicotine products include smokefree.gov or 1-800-QUIT-NOW.",MongoDB Data Engineer II
158,NONE,NONE
159,NONE,NONE
160,"JOB RESPONSIBILITIES

Summary:
The Director, Strategic Partnerships responsibilities reside in three primary areas:.
Implementing and executing an ABB Market Consolidator and Managed Vision Care (MVC) strategy that secures meaningful new business opportunities by targeting market consolidators/MVC with a compelling suite of business solutions that can be customized to their needs. This role will identify, research and update/maintain a comprehensive list of all Market Consolidators and Managed Vision Care Providers. Following an Introductory meeting, this individual will lead a Needs-Based/Gap-Fill discussion with the target opportunity and work cross-functionally within the organization to put together and present a customized proposal that meets that target organization’s unique needs. Upon negotiation and acceptance of the proposal and formal agreement, this individual will collaborate with the Strategic Accounts team to implement the solution(s) and ensure a seamless transition to the go-forward account manager. Finally, this role will serve as a resource to the account manager from time to time to ensure that both parties are executing against the formal agreement and/or as ABB introduces new products and services.
As a build-out of ABB’s comprehensive supply chain solutions, the Director, Strategic Partnerships will lead supplier management that supports ABB’s Frame Strategy for inclusion as a critical consolidator/MVC value proposition. This role will identify, research and maintain a comprehensive list of the targeted Frame Suppliers critical to supporting the ABB Frame Strategy. Additionally this role will lead negotiations with the identified frame suppliers, resulting in direct agreements between ABB and the supplier, economically benefiting ABB. Finally, performance against the established agreements by both parties will be tracked and monitored.
Directly interface and coordinate ABB’s relationship and interaction with the major Optical Industry Organizations including the American Optometric Association, the Vision Council, and the National Association of Vision Care Plans

Essential Responsibilities include the following. Other duties and special projects may be assigned.

Develop, update and maintain a database of all Consolidator players in the optical space. The database will include key data points such as Size, Location List, Key Decision Maker(s), current ABB Business Relationship, etc.
Conduct in-depth research on target opportunities to help prepare for Introduction Meeting
Lead Needs-Based/Gap-Fill discussion with the target opportunities
Summarize and document outcomes of Needs-Based/Gap-Fill discussion
Participate in cross-functional efforts to prepare the formal proposal and present to target opportunities
Lead the implementation of agree upon program(s) with the target opportunities
Ensure a seamless transition to Strategic Account Management
Develop, update and maintain a database of critical Frame Suppliers to include key data points such as Size, Category, Brands, Key Decision Maker(s), etc.
Negotiate Supplier Agreements
Maintain Supplier Agreements and track performance against agreed upon standards and contractual obligations
Coordinate ABB activities with the AOA, Vision Council, NAVCP, and other leading industry organizations as needed

Supervisory Responsibilities: Director, Strategic Partnerships will be an Independent Contributor

QUALIFICATIONS
Required Qualifications
Bachelor’s degree in related field
5+ years of optical experience
Successful track record of developing, establishing and closing strategic partnerships in a competitive environment
Proven analytic skills, the ability to apply and interpret results, arrive at logical conclusions, and recommend solutions; inclusive of documentation and reporting
Strong financial background
Experience in building partnerships at senior management level
Proven negotiating skills, influencing abilities and vendor management experience
Self-motivated, results driven and problem-solving ability
Must have passion, curiosity, confidence and a bias for action
Strong influencing skills through verbal communication and high impact, data-driven presentations

Desired Qualifications
Master's Degree in one of these fields is preferred
Experience in working with/within a Private Equity consolidator is preferred","Director, Strategic Partnerships"
161,NONE,NONE
162,NONE,NONE
163,"AAA Statement

Advanced Accelerator Applications, a Novartis company, is an innovative radiopharmaceutical company developing, producing and commercializing molecular nuclear medicine theragnostics. AAA offers professionals the opportunity to face new challenges and pursue a career in a fast growing, technology driven healthcare company. We are passionate about improving patient health by leading innovation in nuclear medicine. We are looking for people who share our commitment to help us achieve this goal. Advanced Accelerator Applications is an Equal Opportunity Employer (EOE).

Job Description

799 million. That’s how many lives are touched by Novartis products globally. And, while we’re proud of that fact, in this world of digital and technological transformation, we must ask ourselves this: how can we continue to improve and extend even more people’s lives?

What you’ll bring to the role:
The business analytics leader is a key member of the AAA commercial team. In partnership with the brand marketing, sales leadership, finance, market access and other key stakeholders, the business analytics leader is responsible for using expert analytics to provide meaningful market insights that enable effective, data driven decision-making. The business analytics leader must also demonstrate the ability to work independently with a proactive approach to meet business needs and deadlines.

Provide franchise and brand specific analytics leadership: Become the key problem-solving partner to the relevant franchise and brands by establishing strong relationships with key business leaders and collaborating with them in understanding their unique business challenges. Translate the business needs into actionable analytic-focused initiatives to provide solutions and/or recommendations to enable the business excellence.Lead periodic ‘deep-dives’ for the BU: Lead the synthesis of insights/analytics on a periodic basis (e.g., quarterly, once in six months). Work with stakeholders on pulling together the story, ‘so-what’s, ‘what-next’. Syndicate with key stakeholders prior to discussion.Provide hands-on support to the BU: Provide hands-on support to the BU on a specific brand(s) or topics, ad hoc requests or targeted analysis. Play the role of a ‘player’ or a ‘doer’, not just an integrator/director of work from the team.Steward Insights and data spend (market research budget, data spend) for the BU: Maintain transparency into market research budgets, optimize deployment of resources, identify areas of improvement/productivity, and impact. Also prioritize data spend (current and requested), challenge areas for continuous improvement.Maintain full compliance with internal and external guidelines: Stay current on external and internal guidelines, develop training and approaches for cross function team (where needed) to understand and fully comply with compliance requirements. Collaborate with relevant interval departments and make sure to communicate information across all the key stakeholders.Work across Novartis: Partner with other Novartis commercial teams and business partners (e.g., on US cross-divisional initiatives, understanding how they generate/implement insights), departments (e.g., sourcing, Finance, Managed Markets); develop counselling and working relationships across departments and with Brand team members.Develop succinct executive communications on key metrics, KPI’s, campaign tracking and strategy impact (e.g., questions addressed, ideas generated, innovative tools, approaches; areas of impact)Develop dashboards in coordination with Product Management, Market Access and Sales leadership analyzing market performance, commercial activity, ROI metrics and Veeva analysis
At Advanced Accelerator Applications, we believe the answers are found when highly agile and collaborative people like you are brought together in an inspiring environment. Where you are given opportunities to explore transformative innovation. Where you are empowered to push boundaries/create innovation/challenge assumptions by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at AAA! Start your career conversation today.

Minimum requirements

Bachelors degree in a relevant field required. Advanced degree preferred.

At least 5 years of directly relevant experience in a pharmaceutical or biotech commercial environment.

Division

Oncology

Business Unit

ADVANCED ACCELERATOR APPLICATIONS

Country

USA

Work Location

East Hanover, NJ

Company/Legal Entity

AAA USA Inc.

Functional Area

Marketing

Job Type

Full Time

Employment Type

Regular

Shift Work

No","Director, Business Analytics"
164,"POSITION PURPOSE
Directs and leads a team responsible for ongoing development and utilization of analytical insights and methodologies for all revenue cycle functions. Oversees the proper use of management and enterprise systems and data, leverage data analytics to systematically influence change for operational excellence, and ensures appropriate standards, controls, and measures are in place. Responsible for developing and maintaining relationships with internal and external stakeholders and providing regular interaction and collaboration with leaders, colleagues, and vendors to access current and future utilization of analytical tools and data to achieve top decile performance across Trinity Health. This position reports to the Vice President of Enterprise Revenue Cycle (RC) Services and Support.

ESSENTIAL FUNCTIONS
Knows, understands, incorporates, and demonstrates the Trinity Health Mission, Vision, and Values in behaviors, practices, and decisions.

Serves as system-wide leader of data and analytics through direct ownership of Trinity Health System Office, regional PBS, and local RHM data analytics and reporting needs, including but not limited to:

On-going monitoring and trending of key operational, financial, and service line volume metrics;
On-demand strategic analysis and/or custom reports;
Predictive analytical models to proactively identify risks and opportunities, and
Compelling visualizations (e.g., dashboards, presentations, charts) to illustrate trends and performance.
Oversees research and maintains current knowledge of competitive dynamics and analytical models in the market.

Oversees data review, analysis, and audits, and collaborates with Revenue Excellence and vendor leadership to present findings, identify opportunities for improvements and/or cost savings, and pursue such improvements.

Directs development of analytical insights and methodologies for all revenue cycle functions, including Patient Access, Health Information Management, Patient Financial Services, and Reimbursement throughout Trinity Health.

Directs development of and continued relationships with key internal and external stakeholders to assess current and future utilization of analytical tools and data.

Leads collaboration with cross functional teams to promote and provide data-driven solutions.

Manages technology advancement initiatives, such as Robotic Process Automation (RPA).

Maintains Revenue Health Scorecard, standard reporting, and coordination for OEI database.

Manages, oversees, trains, mentors, and develops team of data scientists and data analysts.

Creates and maintains a culture supportive of personnel by fostering individual motivation, teamwork and high levels of performance and accountability utilizing a participative management style to ensure staff retention. Identifies action plans to improve the quality of services in a cost-efficient manner and facilitates plan implementation.

Maintains professional development and growth through journals, professional local, regional and national affiliations, continuing education programs, seminars, and workshops to keep abreast of trends in revenue cycle operations and healthcare in general:

Develops and implements an annual plan of personal and professional development.
Serves in a leadership role and promotes positive Human Resource Management skills by fostering teamwork between business and clinical stakeholders and by recruiting, retaining, training, mentoring, developing and managing staff to achieve strategic objectives.

Other duties as needed and assigned by the Vice President.

Maintains a working knowledge of applicable Federal, State, and local laws and regulations, Trinity Health’s Integrity and Compliance Program and Code of Conduct, as well as other policies and procedures in order to ensure adherence in a manner that reflects honest, ethical, and professional behavior.

MINIMUM QUALIFICATIONS
Must possess a comprehensive knowledge of revenue cycle functions and systems, as normally obtained through a Bachelor’s degree in Business or Healthcare Administration, Mathematics, Statistics or a related technical field, and minimum of seven (7) years of experience within the area of Revenue Cycle/Management, specifically with experience managing revenue cycle data analytics and with direct oversight of robust data analytics at a multi-entity healthcare organization or large complex revenue cycle services or equivalent combination of education and experience. Master's degree preferred.

Managerial and supervisory experience with two (2) or more years leading a team of data scientists and or/analysts and a track record of being a people-focused manager.

Ability to interpret, draw conclusions, and summarize financial and operational information; exposure to senior management through delivery of business case analyses.

Expert level skills with MS Office Applications: Microsoft Excel, Access, and PowerPoint. Knowledge and experience with statistical software i.e., SAS, SPSS, MiniTab, etc., and the ability to apply a working knowledge of Structural Query Language (SQL) and/or relational databases

Mastery of data management systems, proficiency in predictive analytics, and knowledge of coding languages (e.g., excel-based Macro programming) preferred.

Exhibits superior management skills that emphasize team‑building and strong leadership with the ability to provide clear direction to the department.

Ability to create a culture supportive of personnel, fostering individual motivation, teamwork and high levels of performance and accountability utilizing a participative management style to ensure staff retention. Ability to identify action plans to improve the quality of services in a cost-efficient manner and facilitates plan implementation.

Ability to maintain professional development and growth through journals, professional local, regional and national affiliations, continuing education programs and seminars, and workshops to keep abreast of trends in revenue cycle operations and healthcare in general.

Demonstrated experience serving in a leadership role and promoting positive Human Resource Management skills, which includes fostering teamwork between business and clinical stakeholders, recruiting, retaining and managing a staff able to achieve strategic objective and providing staff training and mentoring.

Advanced analytical, evaluative and problem-solving skills to serve in an advisory role in inspiring and initiating new ideas, determining strategies in the absence of guidelines, fostering innovative approaches to situations/process/issues.

Excellent written and verbal communication skills to effectively identify, assess and facilitate improvements and resolution and to present advisory, persuasive and authoritative recommendation to all levels.

Demonstrated experience in the development, analysis, interpretation, and management of a variety of complex data sources.

Must demonstrate strong organizational skills leading a combination of direct and dotted‑line reporting relationships. Exhibits strong, collaborative leadership qualities that can bridge across multiple disciplines.

Must be able to operate effectively in a collaborative, shared responsibility environment

Must possess a personal presence that is characterized by a sense of honesty, integrity, and caring with the ability to inspire and motivate others to promote the philosophy, mission, vision, goals, and values of Trinity Health.

PHYSICAL AND MENTAL REQUIREMENTS AND WORKING CONDITIONS
This position operates in a typical office environment. The area is well lit, temperature controlled and free from hazards.

Incumbent communicates frequently, in person and over the phone, with people in all locations on product support issues.

Manual dexterity is needed in order to operate a keyboard. Hearing is needed for extensive telephone and in person communication.

The environment in which the incumbent will work requires the ability to concentrate, meet deadlines, work on several projects at the same time and adapt to interruptions.

Must be able to set and organize own work priorities and adapt to them as they change frequently. Must be able to work concurrently on a variety of tasks/projects in an environment that may be stressful with individuals having diverse personalities and work styles.

Must possess the ability to comply with Trinity Health policies and procedures.","Director, Enterprise RC Data Analytics & Business Intelligence"
165,"Business Intelligence Analyst – Bloomington, MN

mGage is currently looking for a talented Business Intelligence Analyst to join our Global Technology Operations Team. This role will work on assisting in analysis and reporting in a next generation data platform. This position will be responsible for gathering business requirements from business leaders and converting those into actionable technical requirements, developing analytic products within the new platform using Snowflake, Looker, and similar new technology. Ideal candidate is a person who is detail oriented, data driven, and has a strong passion for learning and understanding data.

Required Skills

3+ years’ work experience in data analysis
Solid background in any Business Intelligence Stack (Oracle, MS SQL BI, Informatica, etc.)
Experience working with BI tools (Power BI, Power Query, Pentaho, Qlik, Tableau, etc)
Critical thinking skills with the ability to take complex challenges and devise solutions in a fast-paced environment
Ability to convert business requirements into actionable tasks
Good skillset for performing data analysis and dealing with data quality issues
History of proactively researching technical subject to obtain insight and knowledge around reporting requests
Self-driven with the ability to effectively manage time, priorities, deadlines with little supervision
Strong inter-personal communication and the ability to facilitate group discussions aimed at resolution
Comfortable interacting with small to medium sized audiences that frequently include leadership and peers, discussing analytic/data requests with end users with varying backgrounds
Comfortable with asking for help and asking clarifying and refining questions related to tasks at hand
Practical understanding of basic data science, understanding how data flows from source to destination, how relational tables can be queried and joined, data formatting, and the ability to work in a NoSQL environment
Aptitude for working with a diverse set of stakeholders and managing competing priorities
Proven eagerness to learn new technologies, services and data models

Preferred Skills

Strong ANSI-SQL Experience (any RDBMS system)
Development Experience (Python, Java, Ruby)
Experience in a NoSQL environment or Big Data environment
Experience with ETL tools (ODI, SSIS, Informatica)
Experience with Snowflake
Experience building visualizations in Looker

About mGage:
mGage is a global mobile engagement provider with more than 15 years of mobile CRM (mCRM) experience. Our SaaS, cloud-based technology enables brands to intelligently personalize mobile communications for the omni-channel consumer.

Through a single campaign management tool and a robust set of open APIS, our best-in-class platform powers billions of mobile messages monthly across channels including SMS, Push, and social messaging apps. We serve 1,000+ enterprises and are a trusted connection for more than 500 carriers across the globe.",Business Intelligence Analyst
166,"Reporting to the VP, Global Commercial Analytics and Planning, this position is a critical leadership role on a transformational analytics team charged with managing total commercial analytics across retail, direct to consumer, media and competitive insights. This role is integrated into the Amazon team and will be responsible for delivering insightful, actionable and honest analytics to drive faster and better decision making for the Amazon business. This is an excellent position for a highly motivated, seasoned strategic team member who likes to work in a fast-paced environment and data driven atmosphere.

Deliverables:
Define and build a robust suite of Amazon analytics tools to drive the business
Focusing on bringing together complete analysis for Amazon across category, competitive and SharkNinja point of sale analysis
Deliver Daily/Weekly/Monthly analytics reports showing health of business
Partner with cross functional teams to develop Amazon go to market strategies including assortment, promotions, pricing
Present strategic insights based on internal and external data to gain alignment of major initiatives at multiple levels of the organization
Identify, measure, and quantify marketplace/ retailer trends, issues and opportunities
Measure and communicate on sales results; i.e promotional lift and elasticity, expected shifting due to line extension, pricing strategy, focus project plans on highest impact, etc.
Collaborate with Amazon team to drive customer facing meetings
Be the go-to resource for all Amazon related analytics
Be the voice of the consumers and coach team members to bring the voice of the consumer to their projects

Education and Experience:
Bachelors Degree or equivalent experience
7+ years of relevant work experience within a strategic sales environment
Demonstrated ability to multi-task and be detailed oriented with respect to ensuring deadlines are met
Advanced Microsoft Excel/ Office skills
Ability to handle multiple projects in a fast-paced work environment
Ability to present and calibrate on critical challenges on the executive level
Effective communication and interpersonal skills","Director, Amazon Analytics"
167,NONE,NONE
168,NONE,NONE
169,"TracFone is seeking a Lead Developer for Web and Adobe Experience Manager (AEM) you will help with critical digital transformation activities to lead and develop applications which optimize costs, drive efficiencies and deliver business outcomes. You will be responsible for all aspects of the software development life cycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for us.

Responsibilities:
Lead the design, architecture, development, testing and deployment of Adobe Experience Management (AEM) Web and Mobile solutions.
You will work closely with developers, system administrators, technical managers, project managers, business analysts and end users to build a state-of-the-art Digital Platform using Adobe's Digital Marketing Product Suite as required.
Champion engineering rigor throughout all AEM projects by promoting concepts such as Test Driven Development, Continuous Integration and detailed documentation.
Be the point person for implementation strategies based on business requirements, long-term strategy, and creative design.
Provide technical guidance to AEM developers around best practices in AEM development - both back-end and front-end execution.
Be hands-on with the code and advocate leveraging the frameworks wherever possible over customization for HTML, Scripting, Core Components etc.
Provide architectural guidance/input around server environment configuration, clustering, caching, CDN usage, security, etc.
Help create collateral for efficient implementation of AEM projects.

Required Skills

Required Experience

Bachelor’s Degree in Computer Engineering or related field.
6 years with content management system: CQ or AEM experience with designing, developing, launch and support of the Adobe Experience Manager based platform:
Extensive AEM architecture and technology (Experience in Java Content Repository (API) suite, Sling web framework and Apache Felix OSGi framework, DAM, Workflows is required.)
Experience integrating AEM with other Adobe Marketing Cloud products, such as Analytics, Target, Campaign.
Strong experience with front-end technologies, HTML, CSS, Angular/ReactJS/ JavaScript Excellent communication, analytical and presentation skills, problem solving skills and learning attitude.
Solid experience with AEM building blocks including templates, components, dialogs widgets and bundles.
Experience with data migration in AEM.
Familiar with Multi Site Manager (MSM), Language Copy, Dispatcher.
Experience with communicating to different internal servers, databases from AEM, using both front end (ajax, cookies) and back end technologies (servlet, osgi service, Sling)
Experience with Junit and other testing frameworks in AEM
Experience with other large scale WCM or CMS implementation a plus
Experience working in an Agile team.
Strong Java/J2EE background and working knowledge of Spring, Hibernate and/or Struts frameworks is a plus.",Lead Developer - WEB & AEM
170,"Job DescriptionASR Analytics, LLC (ASR) is a small, dynamic, and rapidly growing consulting firm with deep expertise in business intelligence, data mining, and predictive analytics.  Headquartered in the Washington, DC metro area, ASR provides analytic consulting services to clients in both the public and private sectors. This position offers highly competitive compensation (commensurate with experience), and flexibility to work as an independent contractor or an employee (with full medical benefits, 401k, profit sharing, and the opportunity for performance bonuses).Candidate should have a deep understanding on publishing front-end web parts displaying arrayed data through dashboards, charts and interactive graphs.Candidate should have experience using libraries such as: D3, Highcharts, Chart.js, Plotly’js, Dash, Shiny, Dygraphs, Ggplot, Dtatables, Leaflet.SUMMARY:Gather and refine requirements based upon technical and functional needs and participates in the planning and execution of those projects.Create Dashboards that easily convey the information in a visual manner. Update and maintain these dashboards when new information is available.Conduct analytics of datasets, discover findings, trends and correlations, and then draft a written commentary on the insights gleaned from the analysis and findings. Create digital reports that visually depict insights and trends gleaned from the analysis of Agency data.Conduct analytics, discover findings, trends and correlations, and then draft a written commentary on the insights gleaned from the analysis and findings. Create digital reports that visually depict insights and trends gleaned from the analysis of data.Create and maintain geospatial maps containing interactive and location-based layers of data.Researches and understands new web technologies including software and hardware developments, and recommends purchases and changes in design, security, software, and hardware based on those technology developments.REQUIREMENTS:· BSCS/MSCS or related IT/Software Engineering 4-year degree· MUST HAVE Sample of portfolios and or GitHub coding to showcase knowledge and design skillsJob Type: Full-timeJob Type: Full-timeExperience:UX Design: 3 years (Preferred)Location:Washington, DC (Preferred)Work authorization:United States (Preferred)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time off",Interactive UI/UX / visualization / BI
