,job_information,job_title
10,"Data Analyst

Remote, USA, Full-Time - MUST BE AUTHORIZED TO WORK IN THE UNITED STATES

How can you apply your technical expertise to help clients transform data into new business value?

4 Mile Analytics is a full-service consultancy with expertise in strategy, data analytics, data engineering, and software development. We believe in the power of data to form compelling narratives that drive innovation. Our guiding principle is to help our clients move up the chain of analytic maturity.

Our analysts have contributed to projects that have transformed the world's largest companies. We focus on pragmatic solutions to our clients' most complex data problems. Every day presents fresh opportunities to develop your technical, leadership, and business skills.

The Data Analyst role at 4 Mile is heavily client-facing. We expect you to be comfortable speaking with clients and confident in your delivery.

We value in our team-mates:
Curious minds who are inclined to ask, “Why?”
Strong problem-solvers who are comfortable in unfamiliar situations, and can view challenges through multiple perspectives
Driven to develop technical skills for oneself and team-mates
Ability to connect with clients and colleagues of different backgrounds and communication styles, through empathy and clear verbal, visual, and written communication
Equates professional achievement with happy end-users

You'll work on the following:
Looker - Medium to Enterprise-Scale Implementations
Build data models and complex SQL queries
Assist clients in embedding visualizations into their own applications
Work in a wide variety of industry verticals
Train admins, developers, and end users on platform best practices
ETL Platforms - Connecting Data Sources
Implement different ETL platforms based on available connectors, cost, and other capabilities
Work with data engineering to construct architectural data solutions
Databases
Provide insight into basic strategies for database architecture
Consult clients on database best practices around performance and economy

What we're looking for:
2-4 years in a data analytics-oriented role
Some experience in consulting or other client-facing role
Great people skills
Advanced SQL skills
Clean and intuitive coding practices
Ability to lead your own projects and operate with a high degree of autonomy in a remote working environment
Desire to learn and grow your knowledge of the data industries
Bonuses
Familiarity with Looker
Experience with Github
Experience in a specific data vertical (i.e. Healthcare, Finance, Retail, etc.)
Ability to travel","Data Analyst (Remote, USA, Full-Time)"
11,NONE,NONE
12,NONE,NONE
13,NONE,NONE
14,"Hi,Hope you are doing great.Kindly go through the below job description and get back to me if interested.Client: BiogenTitle: Data AnalystDuration: 6 months Location: Cambridge, MAJob Description: Interview process: Skype VideoNumber of positions: 1Role DescriptionThe imaging data analyst will manage acquisitions of raw (machine collected) image data from Biogen contracted external vendors and partners. The imaging acquisitions are collected in support of research projects and clinical development studies. The imaging data analyst will ensure alignment of the asset with the researcher’s proposed analysis and utilize a secure transfer for transfer and receipt of the data. This role will produce coding to assess the asset for quality and prepares (structure, deidentify) the materials as required to make the data available for downstream analysis. Imaging standards (both in data and practice) will be utilized as possible. The imaging data analyst will also participate in the sharing of Biogen imaging data assets with external vendors and collaborators.Key Responsibilities1. Acquires image data per transfer specifications in coordination with image data supplier.2. Coordinates with External Data Analyst to assess the quality and completeness of the received imaging data. Works with External Data Analyst and external organizations to resolve quality issues discovered in source data. Works with External Data Analyst to ensure uniformity in quality deliverables, across all types of external data.3. Collaborates with relevant R&D functions to ensure harmonization of standards and standard practices, as applicable to data source.4. Identifies, organizes and packages imaging data for data sharing requests. Works with External Data Analyst and program team imaging SME to procure missing data from imaging vendors.5. Liaise with external individuals to troubleshoot access to Biogen’s secure transfer platform.Essential Skills and QualificationsMust have: Familiarity with image data types including dicom, nifti, minc, potentially including ophthalmology imaging data types (OCT, MP, etc.)Must have: 2-3 years’ experience with imaging data tools that may include dicom toolkit, ideal toolkit (ITK), Matlab, Osirix or minc toolkit.Must have: 1-2 years experience coding, including shell scripting, python, R or similar languages.Must have: Effective written and oral communication skills.Preferred to have: Experience with reviewing and organizing imaging data in a linux environment using computer scripting that may include shell scripting, python or R.Preferred to have: Understanding of clinical trial data handling, extending to imaging data, in a regulated environment (GXP).Job Types: Full-time, Temporary, ContractSalary: $50.00 to $55.00 /hour",Data Analyst
15,NONE,NONE
16,"Summary

What if there was a different way of looking at money? A way that says it’s not how much we have that makes us happy—but what we do with it. For over 100 years, Thrivent has been helping members see money for what it really is—a tool, not just a goal—that can help us live more content, confident and generous lives.

Thrivent is undergoing a growth transformation, and we are building out a Data Office to help focus on data, analytics and big data. This is a great opportunity to join a Fortune 500 and not-for-profit organization that gives you a great sense of purpose!

As a full-time Data Engineer you will work closely with the Data Architect as they provide guidance and vision so you can develop, construct and maintain the data architecture for the enterprise data professionals. You will work with large scale data processing systems that collects data from a variety of structured and unstructured data sources, stores data in a scale-out data lake and prepare the data using ELT techniques in preparation for the data science data exploration and analytic modeling. Communication is key in this role as you will work with users of all levels across the organization.

*** Prefer to work in the office in Minneapolis, MN or Appleton, WI or remote in Boston, MA. ***

*** Will also consider remote if you are able to commute to the Minneapolis or Appleton office for important meetings. For example: Madison and Milwaukee markets are acceptable. ***

Job Description

Job Duties and Responsibilities:
Oversee and direct efforts to identify information and technology solutions that enable business needs and strategies.
Own and define DevOps pipelines and release management for data engineering
Apply business knowledge and experience to effectively advise others on technology as an enabler.
Lead efforts to analyze IT industry and market trends and determine potential impacts.
Develop concepts and constructs necessary to create technology-enabled business systems.
Influence technology direction and provide thought leadership and execution to large complex efforts.
Utilize breadth of technical understanding and dive deep when necessary.
Consult on and manage initiatives to ensure alignment across multiple business and IT areas.
Proactively mitigate risks across multiple assets, information domains, technologies and platforms.
Provide leadership, mentoring and technical guidance to others to drive initiatives.
Facilitate communications that involve obtaining cooperation and agreement on issues that may be complex or controversial.
Utilize negotiation and persuasion to come to agreement and to effectively form partnerships.
Act as a change agent to continuously improve and move the organization forward.
Accountable to successfully deliver the right results on initiatives in a timely and effective manner.
Direct the work of others to lead initiatives that cross multiple assets, technologies, platforms, departments and vendors.
Ability to work within a diverse team of skillsets and experience levels to deliver results.

Required Job Qualifications:
Bachelor’s degree or equivalent experience in MIS, Computer Science, Mathematics, Business, or related field.
10+ years of experience in Technology related field including 3+ years prior lead experience.
Expert knowledge of predictive analytics, statistical modeling, advanced mathematics, data integration concepts, business intelligence and data warehousing and implementing large systems
Implement and configure data platforms including but not limited to Hadoop, Spark, Kafka and batch integration is preferred.
Working Experience developing data processes with Python, R or other scripting languages preferred.

You don’t need to be Christian to join our team. You do need the passion to guide our members to be wise with money, equipping them to live more content, confident and generous lives. Thrivent provides an Equal Employment Opportunity (EEO) without regard to race, religion, color, gender, gender identity, national origin, age, disability, marital status, citizenship status, military or veteran status, sexual orientation, sex, genetic information, or any status or condition protected by applicable local, state or federal laws. This policy applies to all employees and job applicants.

#ZR",Data Analytics
17,"SummaryTo conceive, design, implement and execute specific scientific experiments, which contribute to the successful completion of goals and/or projects under general guidance of supervisor. Under general guidance of supervisor, Conceives and designs, executes or evaluates, and interprets experimental strategies. Provides input to new processes to generate robust and reliable data. Ensures that studies are conducted in compliance with the respective protocol and applicable guidelines and regulations. Designs, monitors or conducts experimental strategies with general guidance from supervisor. Provides data analysis and interpretation, and assesses impact of the data on the project. Keeps current in field of scientific expertise and areas relevant to their function. Monitors field of expertise, including literature and technology development, and communicates relevant observations. May introduce advanced scientific methods.Requirements: Bachelor’s degree in Engineering/Sciences and 5 years of related experienceProcess validation previous activities,Formulation knowledge,Strong technical writing skills,Proficient in English language,Previous knowledge in PI Vision SystemJob Type: Full-timeExperience:Process Validation: 5 years (Required)PI Vision System: 5 years (Required)Formulation: 5 years (Required)",Process Development Scientist - Vision System
18,NONE,NONE
19,"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.

We have an opportunity for you to use your analytical skills to improve Navy enterprise network operations. You’ll work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. You’ll develop data interfaces, manage the transformation and normalization of data into actionable information, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help the Navy make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in Navy enterprise networks.

Empower change with us.

Build Your Career:
At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you can expect:

access to online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
a chance to change the world with the Data Science Bowl—the world’s premier data science for social good competition
participation in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government

You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.

You Have:
Experience with designing and implementing machine learning, data mining, statistics, or graph algorithms in an academic or professional work environmentExperience with learning to use commercial software in the analysis of dataExperience in working with column oriented distributed databases, including NoSQLAbility to program in an object-oriented language, including Java, C++, C#, or PythonAbility to obtain a security clearanceBA or BS degree in Science, Engineering, or Mathematics
Nice If You Have:
Experience with Business Objects, Lumira, Informatica, Netezza, and HadoopKnowledge of application programming interfacesAbility to demonstrate innovative solutions to complex problemsSecret clearanceMA or MS degree in a Science, Engineering, or Math related fieldCyber Certifications, including Network+, Security+, CASP, or CISSP
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",Data Scientist
20,NONE,NONE
21,"Responsibilities: Perform system data integration/ engineering; studies; process mapping and automation; and must be adept at wrangling unstructured and poorly structured data into appropriate data structures. Provide JSOC J8 with the ability to develop data architectures that improve automation, processes, data flow and analyses. Serve to enhance the J8 Research and Analysis Division’s capability to formulate overall scope, establish objectives, formulate methodologies, and coordinate fusion of data science, data architecture, data visualization, and data management.Education: BS degree or above preferred in Mathematics, Data Analytics, Statistics, Operations Research, computer science, Systems or Industrial Engineering.Experience/Skills/Abilities:Required: At least two years of experience working as a Systems Integrator, Data Engineer, or similar position demonstrating the ability to design and implement automation, data modeling, data wrangling, data analysis, and data vision solutions to complex problems, processes, and scenarios. Familiarity with common data structures and languages, e.g., SQL, JSON, Elastic Search.Desired: Experience working with SOF, interagency working groups, national agencies, DOD agencies, combatant commands or academic organizations; experience with cloud computing, distributed data systems, and no-host application technologies and disciplines.Tools/Programming: Proficient: Python, R, SQL, and MS OfficeBasic familiarity / additional competencies: HTTP, HTML, JS, CSS, VBA, SharePoint, Visio and MS Power BITravel: Contractor can expect to work 80% from home station and up to 20% OCONUSSecurity Clearance:Current DOD Top Secret clearance highly desired and discriminator; Minimum current DOD SECRET Clearance Required.Job Type: Full-timeLicense:Current Secret or Top Secret Clearance (Required)Benefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offTuition reimbursement",Data Integrator/Data Engineer (NC-19-0005)
22,"Overview:
At Zebra, we’re reinventing how businesses operate at the enterprise edge - helping them run faster, smarter, and more connected than ever before.

A dynamic community of builders, doers and problem solvers, we each play a unique role - shaping new technologies, bringing solutions to market, and partnering with companies on the front line of business.

Being a part of Zebra means making your mark as we make digital transformation a reality.

It means growing into a leader at a leading company that makes a distinct difference - because together, we’ve only just begun.

We build today, so we can create tomorrow.

Join Zebra and change the world with us.

Zebra Technologies (Zebra.com, NASDAQ:ZBRA) builds tracking technology and solutions that generate actionable information and insight, giving companies unprecedented visibility into their businesses by giving physical things a digital voice. We are looking for an expert Sr. Software Engineer to develop new products, improve and support existing products.

If you love to dive into new technologies and seek new challenges, this is the job for you!

As senior software engineer/android developer you will have the opportunity to work with the Emerging Technologies Team at Zebra. This team is responsible for evaluating and incubating new technologies into Zebra product offering like Mobile terminal, Enterprise Robots, tire readers etc.

You will have opportunity to work on latest technologies (AR, time of flight sensors, LiDar, Stereo Cameras, etc.)

Responsibilities:
Design and Develop Android and Windows Application to support 3D rendering and visualization.
Using Design Patters to develop Android C++ Native Framework and Applications.
Evaluate new technologies like Augmented Reality, stereo or TOF cameras to develop applications and solutions.
Develop Proof of Concept applications to demonstrate to leadership team and customers.
Engage with Cross technological teams like Audio, Android Core Team, RF, EE , ME to develop products or prototypes.
Engage with team to innovate and incubate ideas.
Prioritizes quality and seeks out improvements in all aspects of the software projects.
Maintains keen awareness of competitor products and development direction to help direct designs to surpass the competition.
Uses status as a developer of novel and creative solutions to build business and bring positive attention to technologies and services.
With other engineering disciplines, develops next generation ideas and solutions to meet client needs before the competition.
Analyzes competitor intellectual property and participates in activities related to protecting intellectual property.
Exercises independent judgment in methods, techniques and evaluation criteria for obtaining results.
May supervise and manage the activities of others.
Creates formal networks involving coordination among groups.
Serves as organization spokesperson on specialized projects or programs.
Acts as prime consultant on large projects that affect the organization’s long-term goals and objectives.

Qualifications:
Required

Bachelor's or Master's degree in an appropriate engineering discipline required, and 4+ years experience (with Bachelors) or 2+ years experience (with Masters)
Linux Android Experience.
Fluency in C++ and Java programming.
Experience in OpenGL programming.
Development experience on Mobile Platform (Android, Linux)
Must be good in UI development including 3D models rendering using OpenGL .
Good communications skills
Organizational skills and attention to detail is important

Preferred

Experience on technologies like SLAM (ARCore), 3D Depth Sensing.
Experience on Android Application.
Android Service Development.
Android and/or Linux Driver Development experience.
Experience in Data Analysis and Visualization is a plus.
Camera/Image Processing skills/experience is a plus.",Sr. Android Developer
